SQL 查询结果

Host: localhost
Database: webpos
Generation Time: 2016-08-24 16:05:32
Generated by: phpMyAdmin 4.1.4 / MySQL 5.6.22-log
SQL 查询： SELECT a.* FROM `ecs_account_log` as a ,ecs_users as b where a.user_id=b.user_id and b.user_rank!=1 and a.user_money !=0 group by a.user_id LIMIT 0, 250 ;
记录： 229

log_id	user_id	user_money	frozen_money	rank_points	pay_points	change_time	change_desc	change_type	
513	3956	0.32	0.00	0	0	1459725580	訂單號2016040461763,回贈:金錢 0.32	99
884	3987	5.80	0.00	0	0	1462401147	訂單號2016050598195,回贈:金錢 5.80	99
1498	3993	8.56	0.00	0	0	1466044629	訂單號2016061675912,回贈:金錢 8.56	99
538	4006	4.28	0.00	0	0	1459987949	訂單號2016040730826,回贈:金錢 4.28	99
1840	4059	12.00	0.00	0	0	1467945439	訂單號2016070811113,回贈:金錢 12.00	99
1282	4133	2.28	0.00	0	0	1464750896	訂單號2016060186096,回贈:金錢 2.28	99
2204	4145	6.23	0.00	0	0	1470193832	訂單號2016080361732,回贈:金錢 6.23	99
483	4212	7.38	0.00	0	0	1459556037	訂單號2016040271033,回贈:金錢 7.38	99
1311	4257	6.00	0.00	0	0	1464985936	訂單號2016060447252,回贈:金錢 6.00	99
325	4273	13.14	0.00	0	0	1458184551	訂單號2016031716353,回贈:金錢 13.14	99
2243	4283	1.80	0.00	0	0	1470448551	訂單號2016080668436,回贈:金錢 1.80	99
440	4292	5.00	0.00	0	0	1459142114	訂單號2016032846086,回贈:金錢 5.00	99
523	4301	4.86	0.00	0	0	1459827620	訂單號2016040537097,回贈:金錢 4.86	99
2255	4364	0.58	0.00	0	0	1470522389	訂單號2016080795766,回贈:金錢 0.58	99
231	4370	7.20	0.00	0	0	1457045719	訂單號2016030439478,回贈:金錢 7.20	99
1812	4394	24.96	0.00	0	0	1467777969	訂單號2016070660937,回贈:金錢 24.96	99
644	4406	3.20	0.00	0	0	1460847288	訂單號2016041722447,回贈:金錢 3.20	99
1546	4428	11.50	0.00	0	0	1466285412	訂單號2016061907414,回贈:金錢 11.50	99
1661	4507	10.48	0.00	0	0	1466906889	訂單號2016062655261,回贈:金錢 10.48	99
1747	4509	5.20	0.00	0	0	1467419946	訂單號2016070254637,回贈:金錢 5.20	99
682	4524	7.20	0.00	0	0	1461030927	訂單號2016041940603,回贈:金錢 7.20	99
1917	4548	5.20	0.00	0	0	1468450552	訂單號2016071485493,回贈:金錢 5.20	99
735	4573	7.98	0.00	0	0	1461379383	訂單號2016042338199,回贈:金錢 7.98	99
1038	4624	6.00	0.00	0	0	1463181436	訂單號2016051421177,回贈:金錢 6.00	99
536	4752	3.20	0.00	0	0	1459983284	訂單號2016040732044,回贈:金錢 3.20	99
501	4761	12.35	0.00	0	0	1459642577	訂單號2016040359013,回贈:金錢 12.35	99
2068	4791	4.00	0.00	0	0	1469320087	訂單號2016072498049,回贈:金錢 4.00	99
382	4797	9.58	0.00	0	0	1458704090	訂單號2016032390187,回贈:金錢 9.58	99
1406	4798	3.20	0.00	0	0	1465596629	訂單號2016061102100,回贈:金錢 3.20	99
1667	4851	0.93	0.00	0	0	1466985394	訂單號2016062787338,回贈:金錢 0.93	99
241	4914	7.20	0.00	0	0	1457138527	訂單號2016030548998,回贈:金錢 7.20	99
2274	4922	4.80	0.00	0	0	1470622850	訂單號2016080802771,回贈:金錢 4.80	99
1820	4972	1.62	0.00	0	0	1467851355	訂單號2016070721384,回贈:金錢 1.62	99
1270	5026	6.00	0.00	0	0	1464665561	訂單號2016053118810,回贈:金錢 6.00	99
1604	5048	3.04	0.00	0	0	1466632705	訂單號2016062358119,回贈:金錢 3.04	99
519	5079	2.00	0.00	0	0	1459802342	訂單號2016040505413,回贈:金錢 2.00	99
745	5108	13.53	0.00	0	0	1461460441	訂單號2016042484521,回贈:金錢 13.53	99
991	5182	9.32	0.00	0	0	1462932335	訂單號2016051129360,回贈:金錢 9.32	99
1177	5193	6.97	0.00	0	0	1464063467	訂單號2016052428417,回贈:金錢 6.97	99
989	5216	6.97	0.00	0	0	1462930934	訂單號2016051151248,回贈:金錢 6.97	99
1392	5262	1.80	0.00	0	0	1465516948	訂單號2016061060254,回贈:金錢 1.80	99
2223	5290	2.00	0.00	0	0	1470357125	訂單號2016080501611,回贈:金錢 2.00	99
1169	5328	19.57	0.00	0	0	1464045462	訂單號2016052453230,回贈:金錢 19.57	99
2253	5343	6.00	0.00	0	0	1470521366	訂單號2016080790615,回贈:金錢 6.00	99
1887	5380	11.20	0.00	0	0	1468284705	訂單號2016071291803,回贈:金錢 11.20	99
527	5390	11.88	0.00	0	0	1459903250	訂單號2016040653277,回贈:金錢 11.88	99
1696	5426	6.30	0.00	0	0	1467167268	訂單號2016062943801,回贈:金錢 6.30	99
524	5433	5.12	0.00	0	0	1459892023	訂單號2016040667963,回贈:金錢 5.12	99
957	5438	5.00	0.00	0	0	1462762156	訂單號2016050905990,回贈:金錢 5.00	99
487	5454	19.32	0.00	0	0	1459562148	訂單號2016040206282,回贈:金錢 19.32	99
1363	5478	3.42	0.00	0	0	1465339797	訂單號2016060848508,回贈:金錢 3.42	99
704	5493	6.00	0.00	0	0	1461194823	訂單號2016042134034,回贈:金錢 6.00	99
1385	5505	7.60	0.00	0	0	1465434152	訂單號2016060972983,回贈:金錢 7.60	99
log_id	user_id	user_money	frozen_money	rank_points	pay_points	change_time	change_desc	change_type	 
693	5519	9.00	0.00	0	0	1461110164	訂單號2016042081910,回贈:金錢 9.00	99
1881	5520	16.68	0.00	0	0	1468212869	訂單號2016071165723,回贈:金錢 16.68	99
250	5530	14.98	0.00	0	0	1457219701	訂單號2016030632286,回贈:金錢 14.98	99
696	5546	8.50	0.00	0	0	1461114980	訂單號2016042080455,回贈:金錢 8.50	99
1281	5566	5.00	0.00	0	0	1464749988	訂單號2016060111304,回贈:金錢 5.00	99
339	5569	5.60	0.00	0	0	1458337599	訂單號2016031929580,回贈:金錢 5.60	99
827	5572	3.20	0.00	0	0	1462061957	訂單號2016050178638,回贈:金錢 3.20	99
1524	5613	13.43	0.00	0	0	1466206000	訂單號2016061807003,回贈:金錢 13.43	99
279	5671	5.95	0.00	0	0	1457488929	訂單號2016030945183,回贈:金錢 5.95	99
1834	5698	4.56	0.00	0	0	1467938608	訂單號2016070875740,回贈:金錢 4.56	99
954	5712	3.20	0.00	0	0	1462756729	訂單號2016050951952,回贈:金錢 3.20	99
849	5724	5.00	0.00	0	0	1462155431	訂單號2016050278478,回贈:金錢 5.00	99
1374	5733	16.53	0.00	0	0	1465422430	訂單號2016060963237,回贈:金錢 16.53	99
1275	5741	8.94	0.00	0	0	1464732710	訂單號2016060144582,回贈:金錢 8.94	99
1120	5770	7.69	0.00	0	0	1463710940	訂單號2016052095221,回贈:金錢 7.69	99
1628	5791	20.98	0.00	0	0	1466736841	訂單號2016062498740,回贈:金錢 20.98	99
1677	5803	5.20	0.00	0	0	1467079955	訂單號2016062853900,回贈:金錢 5.20	99
698	5814	6.76	0.00	0	0	1461119512	訂單號2016042069476,回贈:金錢 6.76	99
743	5825	3.04	0.00	0	0	1461454794	訂單號2016042453126,回贈:金錢 3.04	99
607	5838	0.85	0.00	0	0	1460423135	訂單號2016041258891,回贈:金錢 0.85	99
406	5853	6.00	0.00	0	0	1458871200	訂單號2016032502178,回贈:金錢 6.00	99
2181	5873	2.05	0.00	0	0	1470005466	訂單號2016080101236,回贈:金錢 2.05	99
1924	5907	6.72	0.00	0	0	1468464965	訂單號2016071427133,回贈:金錢 6.72	99
718	5928	19.23	0.00	0	0	1461281516	訂單號2016042221078,回贈:金錢 19.23	99
1080	5944	12.00	0.00	0	0	1463435194	訂單號2016051783043,回贈:金錢 12.00	99
1652	5955	3.20	0.00	0	0	1466893255	訂單號2016062689875,回贈:金錢 3.20	99
1849	5959	5.90	0.00	0	0	1468020765	訂單號2016070995152,回贈:金錢 5.90	99
963	5967	5.12	0.00	0	0	1462831103	訂單號2016051032146,回贈:金錢 5.12	99
833	5990	6.15	0.00	0	0	1462071866	訂單號2016050180914,回贈:金錢 6.15	99
1631	5993	3.00	0.00	0	0	1466742147	訂單號2016062429690,回贈:金錢 3.00	99
1259	6094	7.20	0.00	0	0	1464648278	訂單號2016053161159,回贈:金錢 7.20	99
2237	6104	2.00	0.00	0	0	1470444088	訂單號2016080693210,回贈:金錢 2.00	99
572	6109	3.20	0.00	0	0	1460158969	訂單號2016040913445,回贈:金錢 3.20	99
1105	6184	5.00	0.00	0	0	1463620787	訂單號2016051998875,回贈:金錢 5.00	99
1067	6258	3.60	0.00	0	0	1463278049	訂單號2016051501371,回贈:金錢 3.60	99
272	6284	11.47	0.00	0	0	1457404779	訂單號2016030887069,回贈:金錢 11.47	99
922	6306	3.00	0.00	0	0	1462570729	訂單號2016050737892,回贈:金錢 3.00	99
1366	6328	11.44	0.00	0	0	1465350183	訂單號2016060829511,回贈:金錢 11.44	99
715	6344	2.08	0.00	0	0	1461270233	訂單號2016042264078,回贈:金錢 2.08	99
393	6348	3.60	0.00	0	0	1458789048	訂單號2016032485724,回贈:金錢 3.60	99
1000	6352	6.00	0.00	0	0	1462937946	訂單號2016051103251,回贈:金錢 6.00	99
586	6365	9.09	0.00	0	0	1460242599	訂單號2016041056984,回贈:金錢 9.09	99
276	6378	3.61	0.00	0	0	1457475193	訂單號2016030982514,回贈:金錢 3.61	99
2136	6400	10.00	0.00	0	0	1469761139	訂單號2016072950325,回贈:金錢 10.00	99
2055	6451	6.97	0.00	0	0	1469236264	訂單號2016072351212,回贈:金錢 6.97	99
1005	6483	6.00	0.00	0	0	1463007753	訂單號2016051291424,回贈:金錢 6.00	99
580	6505	2.54	0.00	0	0	1460172478	訂單號2016040989311,回贈:金錢 2.54	99
1829	6565	7.60	0.00	0	0	1467866368	訂單號2016070745455,回贈:金錢 7.60	99
561	6570	11.60	0.00	0	0	1460081010	訂單號2016040888878,回贈:金錢 11.60	99
855	6588	6.97	0.00	0	0	1462224542	訂單號2016050391271,回贈:金錢 6.97	99
1145	6617	6.60	0.00	0	0	1463873320	訂單號2016052238439,回贈:金錢 6.60	99
418	6624	8.00	0.00	0	0	1458951397	訂單號2016032693644,回贈:金錢 8.00	99
626	6688	3.00	0.00	0	0	1460683133	訂單號2016041585678,回贈:金錢 3.00	99
851	6775	13.09	0.00	0	0	1462158253	訂單號2016050209321,回贈:金錢 13.09	99
2143	6795	5.20	0.00	0	0	1469828324	訂單號2016073063402,回贈:金錢 5.20	99
347	6861	10.80	0.00	0	0	1458355693	訂單號2016031934572,回贈:金錢 10.80	99
998	6950	15.10	0.00	0	0	1462937326	訂單號2016051142407,回贈:金錢 15.10	99
1019	6966	13.29	0.00	0	0	1463087984	訂單號2016051370778,回贈:金錢 13.29	99
1803	6996	6.00	0.00	0	0	1467767132	訂單號2016070696655,回贈:金錢 6.00	99
2192	7017	7.20	0.00	0	0	1470177267	訂單號2016080381581,回贈:金錢 7.20	99
808	7053	10.87	0.00	0	0	1461897609	訂單號2016042996078,回贈:金錢 10.87	99
1125	7081	8.70	0.00	0	0	1463784241	訂單號2016052123380,回贈:金錢 8.70	99
1222	7181	10.83	0.00	0	0	1464382198	訂單號2016052808153,回贈:金錢 10.83	99
2219	7225	23.80	0.00	0	0	1470343189	訂單號2016080577700,回贈:金錢 23.80	99
1310	7250	3.20	0.00	0	0	1464985855	訂單號2016060458589,回贈:金錢 3.20	99
1769	7325	12.68	0.00	0	0	1467603715	訂單號2016070484562,回贈:金錢 12.68	99
2258	7331	13.60	0.00	0	0	1470528215	訂單號2016080765287,回贈:金錢 13.60	99
942	7395	3.04	0.00	0	0	1462676814	訂單號2016050850165,回贈:金錢 3.04	99
2132	7494	4.94	0.00	0	0	1469753357	訂單號2016072997912,回贈:金錢 4.94	99
253	7502	7.20	0.00	0	0	1457226136	訂單號2016030691790,回贈:金錢 7.20	99
996	7577	7.38	0.00	0	0	1462936209	訂單號2016051172515,回贈:金錢 7.38	99
759	7595	8.20	0.00	0	0	1461544225	訂單號2016042552842,回贈:金錢 8.20	99
1777	7635	5.20	0.00	0	0	1467679402	訂單號2016070569272,回贈:金錢 5.20	99
2037	7754	6.00	0.00	0	0	1469147551	訂單號2016072253503,回贈:金錢 6.00	99
783	7914	2.00	0.00	0	0	1461715800	訂單號2016042773391,回贈:金錢 2.00	99
411	7931	3.20	0.00	0	0	1458936537	訂單號2016032665048,回贈:金錢 3.20	99
401	7990	1.20	0.00	0	0	1458868539	訂單號2016032576678,回贈:金錢 1.20	99
385	7993	12.98	0.00	0	0	1458767316	訂單號2016032468317,回贈:金錢 12.98	99
470	8003	2.10	0.00	0	0	1459395585	訂單號2016033136756,回贈:金錢 2.10	99
1440	8006	15.05	0.00	0	0	1465779390	訂單號2016061314934,回贈:金錢 15.05	99
462	8014	7.00	0.00	0	0	1459374294	訂單號2016033178481,回贈:金錢 7.00	99
651	8022	6.00	0.00	0	0	1460860689	訂單號2016041792195,回贈:金錢 6.00	99
429	8066	10.64	0.00	0	0	1459122673	訂單號2016032809687,回贈:金錢 10.64	99
1361	8104	5.00	0.00	0	0	1465336393	訂單號2016060845238,回贈:金錢 5.00	99
485	8164	10.90	0.00	0	0	1459560453	訂單號2016040219988,回贈:金錢 10.90	99
883	8185	6.00	0.00	0	0	1462400206	訂單號2016050547215,回贈:金錢 6.00	99
548	8261	-7.20	0.00	0	0	1460060730	訂單號2016040885678,回贈:金錢 -7.20	99
857	8272	3.04	0.00	0	0	1462227326	訂單號2016050341598,回贈:金錢 3.04	99
720	8373	0.77	0.00	0	0	1461291527	訂單號2016042253478,回贈:金錢 0.77	99
730	8409	1.67	0.00	0	0	1461371177	訂單號2016042358365,回贈:金錢 1.67	99
629	8422	11.34	0.00	0	0	1460754550	訂單號2016041662218,回贈:金錢 11.34	99
645	8459	7.14	0.00	0	0	1460851824	訂單號2016041777989,回贈:金錢 7.14	99
1420	8463	9.88	0.00	0	0	1465614839	訂單號2016061150653,回贈:金錢 9.88	99
653	8482	8.40	0.00	0	0	1460861752	訂單號2016041762079,回贈:金錢 8.40	99
672	8483	3.20	0.00	0	0	1461015873	訂單號2016041970801,回贈:金錢 3.20	99
1155	8486	5.93	0.00	0	0	1463955223	訂單號2016052320997,回贈:金錢 5.93	99
790	8538	0.19	0.00	0	0	1461805221	訂單號2016042801351,回贈:金錢 0.19	99
1163	8565	2.66	0.00	0	0	1463967373	訂單號2016052315090,回贈:金錢 2.66	99
2164	8620	7.98	0.00	0	0	1469923570	訂單號2016073103718,回贈:金錢 7.98	99
754	8626	0.40	0.00	0	0	1461533259	訂單號2016042585817,回贈:金錢 0.40	99
log_id	user_id	user_money	frozen_money	rank_points	pay_points	change_time	change_desc	change_type	 
800	8708	9.77	0.00	0	0	1461880823	訂單號2016042983178,回贈:金錢 9.77	99
820	8765	1.67	0.00	0	0	1462050782	訂單號2016050186126,回贈:金錢 1.67	99
976	8767	2.00	0.00	0	0	1462849787	訂單號2016051093310,回贈:金錢 2.00	99
1266	8772	3.76	0.00	0	0	1464660820	訂單號2016053123393,回贈:金錢 3.76	99
2118	8788	0.40	0.00	0	0	1469589384	訂單號2016072766138,回贈:金錢 0.40	99
1136	8799	0.65	0.00	0	0	1463798630	訂單號2016052179383,回贈:金錢 0.65	99
1277	8812	0.98	0.00	0	0	1464738555	訂單號2016060165615,回贈:金錢 0.98	99
932	8927	16.68	0.00	0	0	1462594708	訂單號2016050730344,回贈:金錢 16.68	99
1324	8934	8.00	0.00	0	0	1465014926	訂單號2016060499863,回贈:金錢 8.00	99
1017	8942	6.00	0.00	0	0	1463028489	訂單號2016051284132,回贈:金錢 6.00	99
1014	8953	0.19	0.00	0	0	1463022408	訂單號2016051263150,回贈:金錢 0.19	99
1845	8956	3.23	0.00	0	0	1468011003	訂單號2016070956920,回贈:金錢 3.23	99
1094	8981	1.50	0.00	0	0	1463528483	訂單號2016051822728,回贈:金錢 1.50	99
1035	9017	5.00	0.00	0	0	1463176501	訂單號2016051496449,回贈:金錢 5.00	99
1342	9020	2.80	0.00	0	0	1465166286	訂單號2016060620480,回贈:金錢 2.80	99
1268	9153	9.60	0.00	0	0	1464664526	訂單號2016053154892,回贈:金錢 9.60	99
1369	9210	1.52	0.00	0	0	1465418825	訂單號2016060980824,回贈:金錢 1.52	99
2043	9211	6.00	0.00	0	0	1469153945	訂單號2016072209672,回贈:金錢 6.00	99
1225	9322	1.60	0.00	0	0	1464390099	訂單號2016052857747,回贈:金錢 1.60	99
1634	9328	4.80	0.00	0	0	1466804504	訂單號2016062571654,回贈:金錢 4.80	99
1305	9428	2.28	0.00	0	0	1464923388	訂單號2016060338897,回贈:金錢 2.28	99
1711	9572	3.61	0.00	0	0	1467253069	訂單號2016063034049,回贈:金錢 3.61	99
1848	9635	2.40	0.00	0	0	1468017983	訂單號2016070951843,回贈:金錢 2.40	99
1562	9653	2.07	0.00	0	0	1466311608	訂單號2016061985045,回贈:金錢 2.07	99
2234	9675	7.20	0.00	0	0	1470440245	訂單號2016080623931,回贈:金錢 7.20	99
1542	9688	11.60	0.00	0	0	1466221606	訂單號2016061839566,回贈:金錢 11.60	99
1699	9827	4.80	0.00	0	0	1467169248	訂單號2016062979822,回贈:金錢 4.80	99
1841	9999	12.80	0.00	0	0	1467946880	訂單號2016070821556,回贈:金錢 12.80	99
1895	10083	4.20	0.00	0	0	1468298801	訂單號2016071229829,回贈:金錢 4.20	99
打印

